Frame,Sub Frame,"Rotation (Helical) - TelloUWB11",,
,,"RX","RY","RZ"
Frames,Frames,"°","°","°"
567,0,"-0.747483","1.69813","-5.36553"
568,0,"-0.693392","1.67123","-5.31538"
569,0,"-0.267823","1.34584","-5.4829"
570,0,"-0.689276","1.66224","-5.32726"
571,0,"-0.676873","1.64997","-5.3267"
572,0,"-0.697842","1.67997","-5.3302"
573,0,"-0.248651","1.32586","-5.47021"
574,0,"-0.687972","1.65472","-5.33281"
575,0,"-0.732348","1.69466","-5.33748"
576,0,"-0.710329","1.68421","-5.33513"
577,0,"-0.733676","1.70277","-5.34014"
578,0,"-0.743848","1.70042","-5.35051"
579,0,"-0.701817","1.67431","-5.32466"
580,0,"-0.684134","1.66868","-5.32713"
581,0,"-0.236709","1.32658","-5.47642"
582,0,"-0.73015","1.68902","-5.33288"
583,0,"-0.287311","1.3646","-5.48811"
584,0,"-0.74224","1.7026","-5.34008"
585,0,"-0.26161","1.33323","-5.4763"
586,0,"-0.268723","1.33463","-5.47525"
587,0,"-0.265868","1.34638","-5.47475"
588,0,"-0.334629","1.40183","-5.48813"
589,0,"-0.678207","1.6653","-5.32564"
590,0,"-0.706174","1.66717","-5.32402"
591,0,"-0.691854","1.64925","-5.3283"
592,0,"-0.676278","1.64698","-5.33421"
593,0,"-0.716162","1.69393","-5.33841"
594,0,"-0.235042","1.31776","-5.47706"
595,0,"-0.752751","1.71298","-5.34946"
596,0,"-0.244516","1.32288","-5.48147"
597,0,"-0.718387","1.69188","-5.32866"
598,0,"-0.691079","1.66513","-5.32574"
