Frame,Sub Frame,"Position - TelloUWB22",,
,,"TX","TY","TZ"
Frames,Frames,"mm","mm","mm"
461,0,"-28.9996","959.974","-4.25532"
462,0,"-29.0015","959.974","-4.27324"
463,0,"-29.001","959.976","-4.25951"
464,0,"-29.2926","960.311","-4.16082"
465,0,"-29.013","959.979","-4.26858"
466,0,"-28.9963","959.963","-4.26118"
467,0,"-28.9992","959.97","-4.26771"
468,0,"-29.002","959.977","-4.26134"
469,0,"-28.9976","959.969","-4.27629"
470,0,"-29.0041","959.974","-4.25896"
471,0,"-28.9985","959.972","-4.26402"
472,0,"-29.0034","959.972","-4.26504"
473,0,"-29.2979","960.323","-4.18036"
474,0,"-29.0003","959.974","-4.27007"
475,0,"-29.0036","959.975","-4.26624"
476,0,"-28.9951","959.971","-4.25952"
477,0,"-29.0045","959.982","-4.26888"
478,0,"-29.0062","959.981","-4.2676"
479,0,"-29.0012","959.989","-4.26022"
480,0,"-28.9978","959.975","-4.26224"
481,0,"-29.2946","960.299","-4.15292"
482,0,"-28.9982","959.984","-4.25568"
483,0,"-29.0033","959.97","-4.26775"
484,0,"-29.0017","959.981","-4.27628"
485,0,"-28.9965","959.968","-4.26966"
486,0,"-29.2827","960.301","-4.16955"
487,0,"-28.9977","959.985","-4.2533"
488,0,"-29.0044","959.985","-4.25123"
489,0,"-28.9982","959.971","-4.26848"
490,0,"-28.9997","959.968","-4.27018"
491,0,"-28.9982","959.971","-4.26546"
492,0,"-28.9969","959.976","-4.26734"
493,0,"-29.0056","959.968","-4.26825"
494,0,"-28.9963","959.98","-4.26444"
495,0,"-28.9947","959.975","-4.26239"
496,0,"-29.0002","959.966","-4.2631"
497,0,"-28.9965","959.973","-4.25839"
498,0,"-28.9922","959.973","-4.27055"
499,0,"-29.0086","959.986","-4.27046"
500,0,"-28.9984","959.985","-4.26732"
501,0,"-28.9973","959.981","-4.26512"
502,0,"-29.2955","960.314","-4.15599"
503,0,"-28.9952","959.972","-4.26339"
504,0,"-29.0049","959.975","-4.2679"
505,0,"-29.0032","959.972","-4.26914"
506,0,"-28.9947","959.976","-4.2659"
507,0,"-28.9905","959.966","-4.26002"
508,0,"-28.9981","959.982","-4.26673"
509,0,"-29.0072","959.983","-4.28214"
510,0,"-28.9991","959.972","-4.28017"
511,0,"-28.9992","959.983","-4.27037"
512,0,"-29.3013","960.308","-4.16861"
513,0,"-29.0032","959.966","-4.25426"
514,0,"-29.0046","959.977","-4.27532"
515,0,"-29.0057","959.969","-4.27007"
516,0,"-29.2974","960.306","-4.15517"
517,0,"-29.004","959.963","-4.27064"
518,0,"-28.9985","959.97","-4.26375"
519,0,"-28.9923","959.971","-4.25645"
520,0,"-28.9991","959.981","-4.26568"
521,0,"-28.9974","959.97","-4.26872"
522,0,"-28.9926","959.973","-4.27039"
523,0,"-28.987","959.975","-4.24838"
524,0,"-28.998","959.974","-4.26221"
525,0,"-29.0008","959.979","-4.26587"
526,0,"-29.0021","959.982","-4.26766"
527,0,"-28.9972","959.968","-4.25883"
528,0,"-28.9936","959.977","-4.26403"
529,0,"-28.9951","959.974","-4.2519"
530,0,"-28.9949","959.977","-4.26345"
531,0,"-29.0013","959.974","-4.27823"
532,0,"-29.2927","960.318","-4.17008"
533,0,"-29.0053","959.974","-4.26738"
534,0,"-29.2978","960.31","-4.16412"
535,0,"-29.0047","959.971","-4.27802"
536,0,"-28.9986","959.978","-4.26479"
537,0,"-28.9914","959.972","-4.26639"
538,0,"-29.2963","960.318","-4.1681"
539,0,"-28.9989","959.977","-4.26257"
540,0,"-29.0605","959.971","-4.28439"
541,0,"-28.9932","959.977","-4.26714"
542,0,"-29.0025","959.983","-4.27272"
543,0,"-29.2903","960.312","-4.16487"
544,0,"-29","959.992","-4.26274"
545,0,"-29.2927","960.313","-4.15715"
546,0,"-28.9999","959.98","-4.26648"
547,0,"-28.9977","959.986","-4.25979"
548,0,"-29.0543","959.971","-4.27915"
549,0,"-28.9852","959.982","-4.25698"
550,0,"-29.0574","959.971","-4.28013"
551,0,"-28.9891","959.978","-4.26613"
552,0,"-28.9897","959.983","-4.2688"
553,0,"-29.2921","960.322","-4.15418"
554,0,"-29.2917","960.311","-4.15865"
555,0,"-28.9953","959.982","-4.27024"
556,0,"-29.0034","959.976","-4.26103"
557,0,"-29.0028","959.977","-4.28132"
558,0,"-29.004","959.981","-4.2758"
559,0,"-28.9855","959.969","-4.26292"
560,0,"-29.0069","959.974","-4.2683"
561,0,"-29.0026","959.977","-4.26933"
562,0,"-29.297","960.32","-4.16171"
563,0,"-29.0032","959.98","-4.26414"
564,0,"-29.0043","959.968","-4.26933"
565,0,"-28.9928","959.976","-4.26143"
