Frame,Sub Frame,"Position - TelloUWB22",,
,,"TX","TY","TZ"
Frames,Frames,"mm","mm","mm"
219,0,"770.302","957.483","3.88709"
220,0,"770.303","957.479","3.85548"
221,0,"770.281","957.471","3.84666"
222,0,"770.335","957.406","3.78773"
223,0,"770.3","957.471","3.92849"
224,0,"770.299","957.469","3.87875"
225,0,"770.286","957.476","3.83136"
226,0,"770.308","957.464","3.87423"
227,0,"770.292","957.47","3.84074"
228,0,"770.283","957.474","3.8781"
229,0,"770.304","957.475","3.85952"
230,0,"770.304","957.469","3.91521"
231,0,"770.318","957.474","3.88235"
232,0,"770.313","957.472","3.87907"
233,0,"770.307","957.466","3.86485"
234,0,"770.137","957.482","3.83903"
235,0,"770.336","957.397","3.73659"
236,0,"770.303","957.469","3.84463"
237,0,"770.316","957.472","3.88207"
238,0,"770.319","957.48","3.87476"
239,0,"770.295","957.464","3.87957"
240,0,"770.307","957.471","3.86761"
241,0,"770.312","957.479","3.87486"
242,0,"770.317","957.485","3.87638"
243,0,"770.299","957.463","3.88196"
244,0,"770.302","957.481","3.87675"
245,0,"770.296","957.472","3.87183"
246,0,"770.324","957.406","3.77589"
247,0,"770.31","957.477","3.87989"
248,0,"770.293","957.465","3.89863"
249,0,"770.307","957.471","3.8859"
250,0,"770.301","957.45","3.88442"
251,0,"770.304","957.467","3.87804"
252,0,"770.298","957.474","3.87758"
253,0,"770.283","957.467","3.83675"
254,0,"770.302","957.467","3.93077"
255,0,"770.404","957.502","3.83832"
256,0,"770.311","957.466","3.86596"
257,0,"770.285","957.48","3.83285"
258,0,"770.338","957.407","3.74597"
259,0,"770.29","957.468","3.85251"
260,0,"770.314","957.469","3.88817"
261,0,"770.306","957.468","3.91867"
262,0,"770.29","957.48","3.84344"
263,0,"770.293","957.47","3.83593"
264,0,"770.313","957.411","3.68931"
265,0,"770.318","957.467","3.86598"
266,0,"770.298","957.469","3.8708"
267,0,"770.322","957.432","3.79321"
268,0,"770.3","957.466","3.90256"
269,0,"770.291","957.479","3.83527"
270,0,"770.289","957.47","3.84919"
271,0,"770.413","957.433","3.64545"
272,0,"770.307","957.49","3.87492"
273,0,"770.286","957.475","3.87431"
274,0,"770.306","957.467","3.86437"
275,0,"770.304","957.466","3.8965"
276,0,"770.295","957.469","3.87457"
277,0,"770.29","957.473","3.85959"
278,0,"770.301","957.475","3.87339"
279,0,"770.311","957.485","3.88945"
280,0,"770.305","957.458","3.88485"
281,0,"770.297","957.476","3.88211"
282,0,"770.304","957.465","3.87205"
